nom du vin;vintage;appelation;couleur;ID_wine;ID_Item;prix;occasion de degust;food_pairing;food_pairing_french;gws
Marjosse;2014;Entre deux mers;Red;1859;1859-2014;6;Aperitif, diner, dejeuner;Beef, Veal, Game (deer, venison), Poultry;Boeuf, Veau, Gibier (cerf, chevreuil), Poulet;85,61
Marjosse;2012;Entre deux mers;Red;1859;1859-2012;8,6;Aperitif, diner, dejeuner;Beef, Veal, Game (deer, venison), Poultry;Boeuf, Veau, Gibier (cerf, chevreuil), Poulet;85,61
Marjosse;2011;Entre deux mers;Red;1859;1859-2011;9;Aperitif, diner, dejeuner;Beef, Veal, Game (deer, venison), Poultry;Boeuf, Veau, Gibier (cerf, chevreuil), Poulet;84,82
Marjosse, Blanc;2015;Bordeaux;White;1860;1860-2015;9,23;Aperitif, diner, dejeuner;Pork, Vegetarian, Poultry, Apertizers and snacks,  Lean fish;Porc, Vegetarien, Poulet, Amuse gueule et aperitifs,  Poisson maigre;87,86
Bernadotte;2007;Haut Medoc;Red;1229;1229-2007;9,57;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;84,06
Bernadotte;2012;Haut Medoc;Red;1229;1229-2012;9,57;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,38
Greysac;2008;Medoc;Red;1585;1585-2008;9,61;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;85,4
Senejac;2014;Haut Medoc;Red;2073;2073-2014;10,05;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,35
Larrivaux;2011;Haut Medoc;Red;3863;3863-2011;10,9;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86
Grand Village;2012;Bordeaux Superieur;Red;1579;1579-2012;11,1;Aperitif, diner, dejeuner;Beef, Veal, Game (deer, venison), Poultry;Boeuf, Veau, Gibier (cerf, chevreuil), Poulet;88,43
Cambon La Pelouse;2007;Haut Medoc;Red;1277;1277-2007;11,49;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;89,19
du Taillan;2010;Haut Medoc;Red;3081;3081-2010;11,5;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;89,19
Cambon La Pelouse;2014;Haut Medoc;Red;1277;1277-2014;11,83;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,57
Peyrabon;2013;Pauillac;Red;1972;1972-2013;12;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;67,97
G de Guiraud;2015;Bordeaux;White;1549;1549-2015;12;Aperitif, diner, dejeuner;Pork, Vegetarian, Poultry, Apertizers and snacks,  Lean fish;Porc, Vegetarien, Poulet, Amuse gueule et aperitifs,  Poisson maigre;88,92
du Taillan;2006;Haut Medoc;Red;3081;3081-2006;12,5;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,67
Senejac;2012;Haut Medoc;Red;2073;2073-2012;12,66;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,82
Senejac;2013;Haut Medoc;Red;2073;2073-2013;12,9;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;84,21
Grand Village;2011;Bordeaux Superieur;Red;1579;1579-2011;12,91;Aperitif, diner, dejeuner;Beef, Veal, Game (deer, venison), Poultry;Boeuf, Veau, Gibier (cerf, chevreuil), Poulet;87,32
Poitevin;2012;Medoc;Red;3151;3151-2012;13,06;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;84,31
Ronan by Clinet;2012;Bordeaux Superieur;Red;2686;2686-2012;13,06;Aperitif, diner, dejeuner;Beef, Veal, Game (deer, venison), Poultry;Boeuf, Veau, Gibier (cerf, chevreuil), Poulet;84,62
Senejac;2011;Haut Medoc;Red;2073;2073-2011;13,27;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,03
Grand Village;2013;Bordeaux Superieur;Red;1579;1579-2013;13,46;Aperitif, diner, dejeuner;Beef, Veal, Game (deer, venison), Poultry;Boeuf, Veau, Gibier (cerf, chevreuil), Poulet;85,65
Peyrabon;2005;Pauillac;Red;1972;1972-2005;13,46;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,59
Malescasse;2006;Haut Medoc;Red;1852;1852-2006;13,83;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,22
Peyrabon;2012;Pauillac;Red;1972;1972-2012;13,9;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;85,55
Cap de Faugeres;2012;Cotes de Castillon;Red;1288;1288-2012;13,95;Aperitif, diner, dejeuner;Beef, Veal, Game (deer, venison), Poultry;Boeuf, Veau, Gibier (cerf, chevreuil), Poulet;87,66
Ronan by Clinet;2011;Bordeaux Superieur;Red;2686;2686-2011;13,96;Aperitif, diner, dejeuner;Beef, Veal, Game (deer, venison), Poultry;Boeuf, Veau, Gibier (cerf, chevreuil), Poulet;77,71
Cap de Faugeres;2011;Cotes de Castillon;Red;1288;1288-2011;14;Aperitif, diner, dejeuner;Beef, Veal, Game (deer, venison), Poultry;Boeuf, Veau, Gibier (cerf, chevreuil), Poulet;87,24
Cambon La Pelouse;2012;Haut Medoc;Red;1277;1277-2012;14,25;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,13
Malescasse;2012;Haut Medoc;Red;1852;1852-2012;14,26;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;84,35
de Pez;1999;Saint Estephe;Red;1450;1450-1999;14,36;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;84,54
G de Guiraud;2014;Bordeaux;White;1549;1549-2014;14,49;Aperitif, diner, dejeuner;Pork, Vegetarian, Poultry, Apertizers and snacks,  Lean fish;Porc, Vegetarien, Poulet, Amuse gueule et aperitifs,  Poisson maigre;89,44
Cambon La Pelouse;2013;Haut Medoc;Red;1277;1277-2013;14,9;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;85,17
Larose Trintaudon;2000;Haut Medoc;Red;1784;1784-2000;14,93;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;72,54
Larrivaux;2007;Haut Medoc;Red;3863;3863-2007;14,93;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;72,67
Paloumey;2012;Haut Medoc;Red;1933;1933-2012;14,95;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,98
Bernadotte;2011;Haut Medoc;Red;1229;1229-2011;15,01;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,35
Teyssier;2012;Saint Emilion;Red;2104;2104-2012;15,19;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,58
Teyssier;2012;Saint Emilion;Red;2104;2104-2012;15,19;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,58
Teyssier;2012;Saint Emilion;Red;2104;2104-2012;15,19;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,58
Teyssier;2012;Saint Emilion;Red;2104;2104-2012;15,19;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,58
Bernadotte;1999;Haut Medoc;Red;1229;1229-1999;16,7;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,31
Potensac;2002;Medoc;Red;1991;1991-2002;16,75;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,27
R de Rieussec;2014;Bordeaux;White;2009;2009-2014;16,79;Aperitif, diner, dejeuner;Pork, Vegetarian, Poultry, Apertizers and snacks,  Lean fish;Porc, Vegetarien, Poulet, Amuse gueule et aperitifs,  Poisson maigre;89,09
Cap de Faugeres;2010;Cotes de Castillon;Red;1288;1288-2010;16,95;Aperitif, diner, dejeuner;Beef, Veal, Game (deer, venison), Poultry;Boeuf, Veau, Gibier (cerf, chevreuil), Poulet;87,75
Montlabert;2012;Saint Emilion;Red;3581;3581-2012;16,95;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,67
Bernadotte;2010;Haut Medoc;Red;1229;1229-2010;17,09;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,29
Teyssier;2014;Saint Emilion;Red;2104;2104-2014;17,1;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,68
Peyrabon;2002;Pauillac;Red;1972;1972-2002;17,23;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;72,67
Potensac;1999;Medoc;Red;1991;1991-1999;17,23;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,83
Meyney;2007;Saint Estephe;Red;1874;1874-2007;17,23;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;89,69
Petit Bocq;2012;Saint Estephe;Red;1957;1957-2012;17,26;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;85,87
Cote de Baleau;2015;Saint Emilion;Red;2253;2253-2015;17,26;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;89,24
Couhins;2009;Pessac Leognan;Red;2783;2783-2009;17,31;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,11
Goulee;2003;Medoc;Red;1564;1564-2003;17,45;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;85,7
Fourcas Hosten;2007;Listrac Medoc;Red;1540;1540-2007;17,5;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;85,85
Fourcas Hosten;2012;Listrac Medoc;Red;1540;1540-2012;17,67;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;85,74
Petit Bocq;2011;Saint Estephe;Red;1957;1957-2011;17,72;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;85,68
La Dauphine;2012;Fronsac;Red;1680;1680-2012;18;Aperitif, diner, dejeuner;Beef, Veal, Game (deer, venison), Poultry;Boeuf, Veau, Gibier (cerf, chevreuil), Poulet;88,21
Fourcas Hosten;2008;Listrac Medoc;Red;1540;1540-2008;18;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;82,41
Clos Floridene, blanc;2012;Graves;White;1369;1369-2012;18,13;Aperitif, diner, dejeuner;Pork, Vegetarian, Poultry, Apertizers and snacks,  Lean fish;Porc, Vegetarien, Poulet, Amuse gueule et aperitifs,  Poisson maigre;89,51
Berliquet;2006;Saint Emilion;Red;1228;1228-2006;18,18;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,44
d'Arsac;2009;Margaux;Red;1421;1421-2009;18,5;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;90,67
Aiguilhe;2012;Cotes de Castillon;Red;1163;1163-2012;18,61;Aperitif, diner, dejeuner;Beef, Veal, Game (deer, venison), Poultry;Boeuf, Veau, Gibier (cerf, chevreuil), Poulet;88,35
Bad Boy;2012;Bordeaux;Red;2612;2612-2012;18,65;Aperitif, diner, dejeuner;Beef, Veal, Game (deer, venison), Poultry;Boeuf, Veau, Gibier (cerf, chevreuil), Poulet;85,68
Petit Haut Lafitte;2012;Pessac Leognan;Red;3000;3000-2012;18,66;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,41
Segla;2007;Margaux;Red;2069;2069-2007;18,66;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,09
Cote de Baleau;2012;Saint Emilion;Red;2253;2253-2012;18,77;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,6
Rollan de By;2007;Medoc;Red;2038;2038-2007;18,9;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,67
Joanin Becot;2007;Cotes de Castillon;Red;1656;1656-2007;19;Aperitif, diner, dejeuner;Beef, Veal, Game (deer, venison), Poultry;Boeuf, Veau, Gibier (cerf, chevreuil), Poulet;86,06
Fourcas Hosten;2006;Listrac Medoc;Red;1540;1540-2006;19;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;81,7
Lalande Borie;2015;Saint Julien;Red;1765;1765-2015;19,06;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;89,32
Lalande Borie;2014;Saint Julien;Red;1765;1765-2014;19,13;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,83
Meyney;2006;Saint Estephe;Red;1874;1874-2006;19,15;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,28
Cambon La Pelouse;2000;Haut Medoc;Red;1277;1277-2000;19,23;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,67
Malescasse;2005;Haut Medoc;Red;1852;1852-2005;19,33;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,89
Senejac;2006;Haut Medoc;Red;2073;2073-2006;19,51;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,39
Bernadotte;1997;Haut Medoc;Red;1229;1229-1997;19,59;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;79,12
Bernadotte;2009;Haut Medoc;Red;1229;1229-2009;19,59;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,28
Rollan de By;2010;Medoc;Red;2038;2038-2010;19,59;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,81
Fleur de Pedesclaux;2012;Pauillac;Red;1527;1527-2012;19,75;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,12
Lanessan;2003;Haut Medoc;Red;1777;1777-2003;19,9;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,34
Tournefeuille;2013;Lalande de Pomerol;Red;2122;2122-2013;19,9;Aperitif, diner, dejeuner;Beef, Veal, Game (deer, venison), Poultry;Boeuf, Veau, Gibier (cerf, chevreuil), Poulet;84,61
Rocheyron;2012;Saint Emilion;Red;4965;4965-2012;19,9;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;90,31
Les Trois Croix;2012;Fronsac;Red;1824;1824-2012;19,98;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,42
Clos Margalaine;2012;Margaux;Red;2252;2252-2012;19,99;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,06
Fourcas Hosten;2004;Listrac Medoc;Red;1540;1540-2004;20;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;82,11
Teyssier;2009;Saint Emilion;Red;2104;2104-2009;20,1;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,76
Fleur de Clinet;2011;Pomerol;Red;1523;1523-2011;20,1;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;83,65
Teyssier;2009;Saint Emilion;Red;2104;2104-2009;20,1;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,76
Potensac;2001;Medoc;Red;1991;1991-2001;20,1;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,28
Beau Site;2014;Saint Estephe;Red;1203;1203-2014;20,1;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,09
Teyssier;2009;Saint Emilion;Red;2104;2104-2009;20,1;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,76
Peyrabon;2010;Pauillac;Red;1972;1972-2010;20,12;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,04
Grand Corbin Despagne;2014;Saint Emilion;Red;1571;1571-2014;20,15;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;89,16
Lalande Borie;2012;Saint Julien;Red;1765;1765-2012;20,19;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,46
La Fleur Peyrabon;2013;Pauillac;Red;1692;1692-2013;20,27;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,99
Connetable de Talbot;2013;Saint Julien;Red;1388;1388-2013;20,45;Aperitif, diner, dejeuner;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;84,02
Aiguilhe;2004;Cotes de Castillon;Red;1163;1163-2004;20,52;Aperitif, diner, dejeuner;Beef, Veal, Game (deer, venison), Poultry;Boeuf, Veau, Gibier (cerf, chevreuil), Poulet;88,17
Clos Floridene, blanc;2014;Graves;White;1369;1369-2014;20,55;Aperitif, diner, dejeuner, cadeau;Pork, Vegetarian, Poultry, Apertizers and snacks,  Lean fish;Porc, Vegetarien, Poulet, Amuse gueule et aperitifs,  Poisson maigre;89,09
Moulin Saint Georges;2012;Saint Emilion;Red;1902;1902-2012;20,67;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,25
Senejac;2010;Haut Medoc;Red;2073;2073-2010;20,68;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,66
Grand Barrail Lamarzelle Figeac;2011;Saint Emilion;Red;2184;2184-2011;20,7;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;83,29
Meyney;2014;Saint Estephe;Red;1874;1874-2014;20,92;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;90,28
Doisy Vedrines;2011;Sauternes;Sweet;1469;1469-2011;20,94;diner, dejeuner, cadeau;Fruity desserts, Blue cheese;desserts aux fruits, roquefort;93,17
La Fleur Peyrabon;2012;Pauillac;Red;1692;1692-2012;20,97;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,41
Clos Floridene, blanc;2013;Graves;White;1369;1369-2013;21;Aperitif, diner, dejeuner, cadeau;Pork, Vegetarian, Poultry, Apertizers and snacks,  Lean fish;Porc, Vegetarien, Poulet, Amuse gueule et aperitifs,  Poisson maigre;88,03
R de Rieussec;2011;Bordeaux;White;2009;2009-2011;21;Aperitif, diner, dejeuner, cadeau;Pork, Vegetarian, Poultry, Apertizers and snacks,  Lean fish;Porc, Vegetarien, Poulet, Amuse gueule et aperitifs,  Poisson maigre;83,65
Berliquet;2008;Saint Emilion;Red;1228;1228-2008;21,05;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,82
Cote de Baleau;2014;Saint Emilion;Red;2253;2253-2014;21,3;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,58
Cote de Baleau;2010;Saint Emilion;Red;2253;2253-2010;21,37;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;89,82
Meyney;2015;Saint Estephe;Red;1874;1874-2015;21,84;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;90,43
Marquis de Calon;2011;Saint Estephe;Red;1863;1863-2011;21,9;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,76
Brown;2012;Pessac Leognan;Red;1261;1261-2012;21,9;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,41
de Sales;2011;Pomerol;Red;1451;1451-2011;21,9;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;80,09
Laroze;2012;Saint Emilion;Red;1785;1785-2012;21,97;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,66
Lalande Borie;2010;Saint Julien;Red;1765;1765-2010;22,02;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,54
Bonalgue;2004;Pomerol;Red;1238;1238-2004;22,11;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;85,99
Meyney;2010;Saint Estephe;Red;1874;1874-2010;22,25;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;90,43
La Dauphine;2010;Fronsac;Red;1680;1680-2010;22,31;diner, dejeuner, cadeau;Beef, Veal, Game (deer, venison), Poultry;Boeuf, Veau, Gibier (cerf, chevreuil), Poulet;88,66
de Sales;2012;Pomerol;Red;1451;1451-2012;22,38;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,52
Mazeyres;2011;Pomerol;Red;1873;1873-2011;22,5;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,07
Mazeyres;2014;Pomerol;Red;1873;1873-2014;22,5;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,43
Mazeyres;2012;Pomerol;Red;1873;1873-2012;22,59;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,06
Gazin Rocquencourt;2011;Pessac Leognan;Red;1555;1555-2011;22,63;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,05
Senejac;2009;Haut Medoc;Red;2073;2073-2009;22,77;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;82,78
Raymond Lafon;2007;Sauternes;Sweet;2016;2016-2007;22,97;diner, dejeuner, cadeau;Fruity desserts, Blue cheese;desserts aux fruits, roquefort;91,78
Raymond Lafon;2009;Sauternes;Sweet;2016;2016-2009;22,97;diner, dejeuner, cadeau;Fruity desserts, Blue cheese;desserts aux fruits, roquefort;92,26
